No de factura;Fecha de factura;ID Cliente;Pai­s;Cantidad;Monto
550833;4/21/2021;15860;United Kingdom;5;25
537439;12/06/2020;;United Kingdom;1;0
567470;9/20/2021;16624;United Kingdom;292;384
549557;04/10/2021;14450;United Kingdom;71;108
543745;02/11/2021;13672;United Kingdom;-19;-62
568910;9/29/2021;16574;United Kingdom;416;451
564726;8/28/2021;18077;United Kingdom;289;302
561191;7/25/2021;15129;United Kingdom;228;299
574665;11/06/2021;16168;United Kingdom;102;157
547623;3/24/2021;15641;United Kingdom;430;543
554983;5/29/2021;17152;United Kingdom;-40;-186
575626;11/10/2021;17651;United Kingdom;-2;-7
567111;9/16/2021;17663;United Kingdom;170;271
560565;7/19/2021;;United Kingdom;160;0
572741;10/25/2021;14341;United Kingdom;520;797
539592;12/20/2020;13319;United Kingdom;3;15
556015;06/08/2021;;United Kingdom;-13;0
542812;02/01/2021;14850;United Kingdom;293;326
560417;7/18/2021;16011;United Kingdom;108;147
543756;02/11/2021;13089;United Kingdom;-24;-55
571856;10/19/2021;17063;United Kingdom;-1;-3
581336;12/08/2021;16161;United Kingdom;92;319
547417;3/23/2021;13239;United Kingdom;363;330
575497;11/10/2021;14944;United Kingdom;12;35
570653;10/11/2021;14710;United Kingdom;115;173
545287;03/01/2021;15971;United Kingdom;60;117
577488;11/20/2021;13090;United Kingdom;188;576
541810;1/21/2021;;United Kingdom;78;524
577227;11/18/2021;14527;United Kingdom;-4;-79
569738;10/06/2021;13013;United Kingdom;74;217
544932;2/25/2021;16133;United Kingdom;144;307
571010;10/13/2021;;United Kingdom;-16;0
569872;10/06/2021;13089;United Kingdom;4;33
573386;10/30/2021;17183;United Kingdom;231;487
563155;08/12/2021;13069;United Kingdom;121;139
579183;11/28/2021;15621;United Kingdom;168;482
570888;10/13/2021;17509;United Kingdom;508;898
536619;12/02/2020;17017;United Kingdom;48;97
547730;3/25/2021;14796;United Kingdom;220;350
561097;7/25/2021;15981;United Kingdom;196;397
564863;8/31/2021;15491;United Kingdom;275;391
557124;6/16/2021;16359;United Kingdom;139;231
555630;06/06/2021;14732;United Kingdom;284;303
536982;12/03/2020;;United Kingdom;1834;10662
552321;05/09/2021;17049;United Kingdom;194;368
560296;7/18/2021;;United Kingdom;82;500
545051;2/27/2021;12599;France;71;111
545086;2/28/2021;12678;France;214;353
580901;12/06/2021;16528;United Kingdom;171;244
568784;9/29/2021;15144;United Kingdom;20;142
541886;1/24/2021;15039;United Kingdom;181;481
540504;01/09/2021;13668;United Kingdom;67;209
562372;08/04/2021;16258;United Kingdom;216;755
579156;11/28/2021;17419;United Kingdom;86;305
548381;3/30/2021;;United Kingdom;-690;0
574268;11/03/2021;14359;United Kingdom;-1;-6
568918;9/29/2021;15955;United Kingdom;12;25
538512;12/12/2020;16665;United Kingdom;59;135
565918;09/07/2021;13249;United Kingdom;66;128
564075;8/22/2021;17659;United Kingdom;36;89
571554;10/18/2021;;United Kingdom;638;2884
557853;6/23/2021;16258;United Kingdom;434;801
572050;10/20/2021;17346;United Kingdom;76;224
576377;11/15/2021;16341;United Kingdom;34;57
560272;7/17/2021;12691;France;47;150
564134;8/23/2021;12456;Switzerland;-17;-27
575601;11/10/2021;;United Kingdom;28;84
561703;7/29/2021;12709;Germany;-6;-84
540260;01/06/2021;13097;United Kingdom;344;771
570380;10/10/2021;14606;United Kingdom;45;112
564907;8/31/2021;18225;United Kingdom;-9;-38
566565;9/13/2021;14096;United Kingdom;-1;-52
562446;08/04/2021;13145;United Kingdom;24;119
539404;12/17/2020;17315;United Kingdom;60;109
547655;3/24/2021;14267;United Kingdom;140;418
559890;7/13/2021;12464;Belgium;13;46
578669;11/24/2021;17323;United Kingdom;-4;-7
576892;11/17/2021;15737;United Kingdom;37;67
557525;6/21/2021;12759;Netherlands;353;638
544474;2/21/2021;12423;Belgium;194;192
557673;6/22/2021;16180;United Kingdom;883;1582
558626;6/30/2021;12569;Germany;47;95
581175;12/07/2021;14646;Netherlands;7366;10902
574133;11/03/2021;;United Kingdom;1;0
574306;11/03/2021;17481;United Kingdom;510;405
575537;11/10/2021;14606;United Kingdom;-1;-3
540356;01/06/2021;;United Kingdom;117;514
543347;02/07/2021;12472;Germany;-41;-95
537001;12/03/2020;;United Kingdom;-6;0
574681;11/06/2021;15156;United Kingdom;268;318
565192;09/01/2021;17220;United Kingdom;7;12
579538;11/30/2021;14062;United Kingdom;1390;1239
578622;11/24/2021;18184;United Kingdom;60;50
568789;9/29/2021;14522;United Kingdom;10;71
549553;04/10/2021;16931;United Kingdom;90;147
545464;03/03/2021;;United Kingdom;434;1750
581008;12/07/2021;13089;United Kingdom;156;362
577094;11/17/2021;15435;United Kingdom;54;149
581138;12/07/2021;12950;United Kingdom;500;360
553564;5/17/2021;17581;United Kingdom;-1;-195
550377;4/18/2021;13082;United Kingdom;4;34
563238;8/15/2021;15093;United Kingdom;342;630
556193;06/09/2021;14132;United Kingdom;388;307
540540;01/09/2021;17218;United Kingdom;47;169
573863;11/01/2021;16825;United Kingdom;208;456
543995;2/15/2021;13408;United Kingdom;442;794
540699;01/11/2021;;United Kingdom;1000;0
557515;6/20/2021;17463;United Kingdom;-5;-15
564226;8/24/2021;12523;France;107;184
550960;4/21/2021;12622;Germany;69;180
573228;10/28/2021;16764;United Kingdom;-4;-9
574032;11/02/2021;17754;United Kingdom;410;622
542659;1/31/2021;15738;United Kingdom;215;305
537227;12/06/2020;17677;United Kingdom;700;922
553677;5/18/2021;16553;United Kingdom;88;162
546540;3/14/2021;15061;United Kingdom;404;512
566867;9/15/2021;13694;United Kingdom;902;1642
571324;10/17/2021;12783;Portugal;1;283
571944;10/20/2021;13755;United Kingdom;409;298
580535;12/04/2021;16988;United Kingdom;43;126
548704;04/03/2021;17381;United Kingdom;1897;938
567065;9/16/2021;16108;United Kingdom;-16;-26
537457;12/07/2020;17511;United Kingdom;914;1645
558253;6/27/2021;13611;United Kingdom;-4;-14
555518;06/05/2021;14891;United Kingdom;434;449
541506;1/18/2021;;United Kingdom;63;479
543786;02/11/2021;13078;United Kingdom;-1;-9
569948;10/06/2021;14959;United Kingdom;94;158
551672;05/03/2021;;United Kingdom;-4;0
581136;12/07/2021;18273;United Kingdom;20;51
564918;8/31/2021;;United Kingdom;21;0
565835;09/07/2021;14452;United Kingdom;46;127
578349;11/24/2021;14539;United Kingdom;375;465
570973;10/13/2021;14180;United Kingdom;26;150
542256;1/26/2021;17722;United Kingdom;-15;-13
554789;5/26/2021;16966;United Kingdom;528;427
553831;5/19/2021;14442;Channel Islands;223;914
546686;3/16/2021;14636;United Kingdom;117;300
553711;5/18/2021;13552;United Kingdom;128;538
570597;10/11/2021;16837;United Kingdom;422;738
540559;01/10/2021;;EIRE;-4;-15
565396;09/02/2021;;United Kingdom;368;1476
549771;04/12/2021;14669;United Kingdom;287;428
559113;07/06/2021;13217;United Kingdom;100;85
540986;01/12/2021;15291;United Kingdom;113;408
539945;12/23/2020;17069;United Kingdom;-6;-14
546519;3/14/2021;14350;United Kingdom;-17;-24
537641;12/07/2020;;United Kingdom;138;1240
575840;11/11/2021;13137;United Kingdom;407;682
540250;01/05/2021;17511;United Kingdom;-10;-38
575982;11/13/2021;13798;United Kingdom;407;719
537067;12/05/2020;14813;United Kingdom;8;27
561671;7/28/2021;12830;United Kingdom;2064;1747
556469;06/12/2021;12516;Germany;345;583
558200;6/27/2021;15976;United Kingdom;152;221
536466;12/01/2020;14849;United Kingdom;18;43
577353;11/18/2021;12781;Czech Republic;-1;-4
544166;2/16/2021;14051;United Kingdom;50;338
569329;10/03/2021;17652;United Kingdom;195;442
573294;10/28/2021;14397;United Kingdom;108;134
551821;05/04/2021;16942;United Kingdom;101;270
554264;5/23/2021;15602;United Kingdom;84;138
564187;8/23/2021;15005;United Kingdom;156;237
555597;06/06/2021;15796;United Kingdom;-1;-42
543542;02/09/2021;16607;United Kingdom;256;232
545036;2/25/2021;14573;United Kingdom;40;169
563599;8/18/2021;15152;United Kingdom;-3;-13
574680;11/06/2021;15078;United Kingdom;304;553
560895;7/21/2021;13089;United Kingdom;841;1022
568419;9/27/2021;13694;United Kingdom;-192;-75
576568;11/15/2021;17153;United Kingdom;104;214
547573;3/24/2021;12948;United Kingdom;100;157
553946;5/20/2021;15601;United Kingdom;333;692
573278;10/28/2021;16102;United Kingdom;166;449
553374;5/16/2021;14489;United Kingdom;299;463
545082;2/28/2021;16992;United Kingdom;228;422
563626;8/18/2021;16187;United Kingdom;642;703
575606;11/10/2021;14096;United Kingdom;-1;-518
545889;03/07/2021;15291;United Kingdom;1;45
576670;11/16/2021;16393;United Kingdom;-6;-14
544064;2/15/2021;17114;United Kingdom;22;128
548507;3/31/2021;13573;United Kingdom;10;32
547077;3/20/2021;12843;United Kingdom;52;93
553835;5/19/2021;13529;United Kingdom;30;181
564361;8/24/2021;17869;United Kingdom;6;23
543627;02/10/2021;15601;United Kingdom;-1;-6
576376;11/15/2021;16341;United Kingdom;278;383
561355;7/26/2021;13090;United Kingdom;216;968
580155;12/02/2021;13183;United Kingdom;214;429
550290;4/15/2021;15246;United Kingdom;161;328
566494;9/13/2021;17404;Sweden;4072;4114
554153;5/23/2021;16033;United Kingdom;-2;-10
550121;4/14/2021;15271;United Kingdom;68;148
551959;05/05/2021;13883;United Kingdom;55;113
571014;10/13/2021;17509;United Kingdom;-2;-12
577951;11/22/2021;17238;United Kingdom;192;248
552472;05/09/2021;16503;United Kingdom;108;252
553732;5/19/2021;12481;Germany;90;135
573499;10/31/2021;;United Kingdom;-164;0
536780;12/02/2020;;United Kingdom;4;13
548737;04/04/2021;12682;France;297;586
561072;7/24/2021;14019;United Kingdom;233;384
572392;10/24/2021;14764;United Kingdom;190;278
566006;09/08/2021;13018;United Kingdom;288;287
559055;07/05/2021;;United Kingdom;1372;3873
536393;12/01/2020;13747;United Kingdom;8;80
545581;03/04/2021;;United Kingdom;232;734
553153;5/13/2021;13089;United Kingdom;12;17
555882;06/07/2021;14625;United Kingdom;-1;-7
554525;5/24/2021;15093;United Kingdom;-1;-4
552824;05/11/2021;14056;United Kingdom;312;509
563210;8/14/2021;16466;United Kingdom;83;246
580311;12/02/2021;18245;United Kingdom;460;894
577806;11/22/2021;12963;United Kingdom;26;82
559321;07/07/2021;17069;United Kingdom;245;423
561030;7/24/2021;16407;United Kingdom;149;266
580633;12/05/2021;17579;United Kingdom;128;178
570854;10/12/2021;15473;United Kingdom;-40;-102
546408;03/11/2021;;United Kingdom;170;0
547919;3/28/2021;13760;United Kingdom;96;135
549551;04/10/2021;15955;United Kingdom;229;492
552847;05/11/2021;14649;United Kingdom;33;182
558571;6/30/2021;17017;United Kingdom;698;810
577474;11/20/2021;12778;Netherlands;155;158
540019;01/04/2021;12957;United Kingdom;352;414
559338;07/07/2021;;United Kingdom;823;2339
538209;12/10/2020;12748;United Kingdom;104;185
539336;12/17/2020;17790;United Kingdom;58;116
579387;11/29/2021;14452;United Kingdom;73;137
557038;6/16/2021;14037;United Kingdom;12;35
556950;6/15/2021;;United Kingdom;1;0
578371;11/24/2021;14410;United Kingdom;-38;-137
550938;4/21/2021;16019;United Kingdom;162;233
542782;02/01/2021;12712;Germany;61;314
552823;05/11/2021;14731;United Kingdom;86;128
568984;9/29/2021;17813;United Kingdom;67;307
545035;2/25/2021;15078;United Kingdom;202;430
538642;12/13/2020;12476;Germany;-2;-12
578626;11/24/2021;12709;Germany;322;879
579866;11/30/2021;17528;United Kingdom;-2;-41
558748;07/03/2021;17800;United Kingdom;71;116
556942;6/15/2021;14222;United Kingdom;607;683
544085;2/15/2021;;United Kingdom;1;5
566184;09/09/2021;16723;United Kingdom;1;165
567685;9/21/2021;16394;United Kingdom;-203;-105
574054;11/02/2021;18104;United Kingdom;362;755
539629;12/20/2020;14062;United Kingdom;82;240
539608;12/20/2020;16873;United Kingdom;-3;-30
550512;4/18/2021;18069;United Kingdom;293;392
554148;5/23/2021;;United Kingdom;1;0
552027;05/05/2021;16705;United Kingdom;-1;-3
567715;9/22/2021;16160;United Kingdom;-7;-12
567518;9/20/2021;;EIRE;-14;-43
570124;10/07/2021;16989;United Kingdom;60;99
570674;10/11/2021;14911;EIRE;1704;769
577861;11/22/2021;13924;United Kingdom;236;352
572990;10/27/2021;18276;United Kingdom;186;336
536398;12/01/2020;13448;United Kingdom;150;427
547722;3/25/2021;12553;France;264;358
555102;5/31/2021;14819;United Kingdom;48;85
549560;04/10/2021;15058;United Kingdom;52;92
580102;12/01/2021;16789;United Kingdom;32;81
542272;1/27/2021;16496;United Kingdom;450;737
559816;07/12/2021;;United Kingdom;1169;3405
554020;5/20/2021;;United Kingdom;-30;0
559040;07/05/2021;;United Kingdom;23;146
549247;04/07/2021;13752;United Kingdom;224;278
537826;12/08/2020;15581;United Kingdom;104;272
568598;9/28/2021;15737;United Kingdom;-5;-11
537205;12/05/2020;13034;United Kingdom;116;166
565060;8/31/2021;;United Kingdom;-46;0
541884;1/24/2021;14782;United Kingdom;114;200
552275;05/08/2021;16523;United Kingdom;4;60
549143;04/06/2021;;United Kingdom;-17;0
563448;8/16/2021;15220;United Kingdom;276;337
546367;03/11/2021;15513;United Kingdom;504;1727
573163;10/28/2021;16843;United Kingdom;183;378
543269;02/04/2021;;United Kingdom;-18;0
537760;12/08/2020;15973;United Kingdom;106;308
554665;5/25/2021;14336;United Kingdom;254;350
555601;06/06/2021;15852;United Kingdom;10;58
554338;5/23/2021;14038;United Kingdom;-2;-6
538076;12/09/2020;15311;United Kingdom;141;272
574090;11/03/2021;17442;United Kingdom;236;327
551518;05/01/2021;15708;United Kingdom;146;444
559490;07/08/2021;;United Kingdom;2;16
548210;3/29/2021;14606;United Kingdom;132;338
569554;10/04/2021;16401;United Kingdom;-5;-6
577537;11/20/2021;14860;United Kingdom;232;170
542902;02/01/2021;16011;United Kingdom;180;231
539084;12/16/2020;13890;United Kingdom;93;190
550099;4/14/2021;16933;United Kingdom;-2;-12
556533;6/13/2021;15625;United Kingdom;206;250
542606;1/30/2021;14595;United Kingdom;76;164
538899;12/15/2020;16817;United Kingdom;58;123
562728;08/09/2021;12406;Denmark;-9;-135
569898;10/06/2021;;United Kingdom;559;2037
542416;1/27/2021;16133;United Kingdom;-5;-6
541793;1/21/2021;13969;United Kingdom;212;345
573542;10/31/2021;14702;United Kingdom;234;282
575647;11/10/2021;16440;United Kingdom;392;856
558436;6/29/2021;15805;United Kingdom;-36;-23
567971;9/23/2021;16681;United Kingdom;309;418
553520;5/17/2021;17238;United Kingdom;40;104
537431;12/06/2020;16782;United Kingdom;-1;-6
577594;11/20/2021;13142;United Kingdom;258;307
561248;7/26/2021;16592;United Kingdom;48;25
573142;10/27/2021;18035;United Kingdom;386;439
575088;11/08/2021;13272;United Kingdom;24;136
556320;06/10/2021;;United Kingdom;-42;0
555620;06/06/2021;12748;United Kingdom;20;13
556039;06/08/2021;13001;United Kingdom;314;502
543111;02/03/2021;15719;United Kingdom;202;428
563532;8/17/2021;17511;United Kingdom;2504;3257
575930;11/11/2021;;United Kingdom;1226;4526
568235;9/26/2021;13410;United Kingdom;106;184
565434;09/04/2021;12867;United Kingdom;773;673
577105;11/17/2021;16076;United Kingdom;118;186
555631;06/06/2021;18118;United Kingdom;85;192
569735;10/06/2021;14646;Netherlands;2;30
575900;11/11/2021;;United Kingdom;7;23
559937;7/14/2021;13577;United Kingdom;206;465
545535;03/03/2021;13199;United Kingdom;96;74
575084;11/08/2021;;United Kingdom;3;17
554348;5/24/2021;13523;United Kingdom;438;1696
578262;11/23/2021;18283;United Kingdom;251;314
545993;03/08/2021;13777;United Kingdom;199;421
577085;11/17/2021;12997;United Kingdom;194;311
546435;3/14/2021;15671;United Kingdom;213;356
569652;10/05/2021;15628;United Kingdom;286;416
562347;08/04/2021;13263;United Kingdom;78;167
575204;11/09/2021;15027;United Kingdom;42;99
575516;11/10/2021;17340;United Kingdom;1690;3894
568590;9/28/2021;13126;United Kingdom;486;309
542417;1/27/2021;;United Kingdom;-11;0
577618;11/21/2021;12795;Portugal;68;430
556040;06/08/2021;14622;United Kingdom;146;321
577611;11/21/2021;;United Kingdom;10;0
568420;9/27/2021;16573;United Kingdom;-1;-5
577296;11/18/2021;17286;United Kingdom;118;154
570128;10/07/2021;13689;United Kingdom;512;910
576473;11/15/2021;;United Kingdom;-108;0
539955;12/23/2020;;United Kingdom;141;961
558075;6/24/2021;17858;United Kingdom;116;484
562551;08/05/2021;17231;United Kingdom;131;205
577775;11/21/2021;12504;Germany;-36;-335
536847;12/03/2020;17135;United Kingdom;222;216
562890;08/10/2021;14191;United Kingdom;272;355
573777;11/01/2021;13726;United Kingdom;670;787
537037;12/05/2020;17243;United Kingdom;92;257
554781;5/26/2021;14245;United Kingdom;-1;-2
540979;01/12/2021;15727;United Kingdom;273;555
538734;12/14/2020;16810;United Kingdom;-2;-34
555568;06/05/2021;17589;United Kingdom;372;621
581182;12/07/2021;12783;Portugal;142;401
547802;3/25/2021;12921;United Kingdom;-5;-4
563551;8/17/2021;17757;United Kingdom;76;155
553230;5/16/2021;14201;United Kingdom;-6;-30
557753;6/22/2021;17877;United Kingdom;98;238
542797;02/01/2021;17884;United Kingdom;319;278
551841;05/04/2021;15311;United Kingdom;-4;-4
547344;3/22/2021;;United Kingdom;5;0
557653;6/21/2021;14040;United Kingdom;-10;-53
558262;6/28/2021;14646;Netherlands;8998;10175
581578;12/09/2021;12713;Germany;508;849
565794;09/07/2021;16029;United Kingdom;312;568
577609;11/21/2021;12349;Italy;631;1758
550255;4/15/2021;13468;United Kingdom;66;191
567060;9/16/2021;;United Kingdom;-62;0
573321;10/30/2021;14546;United Kingdom;-6;-26
537670;12/08/2020;13078;United Kingdom;151;514
546924;3/18/2021;14059;United Kingdom;128;184
564487;8/25/2021;15838;United Kingdom;-1;-12
579457;11/29/2021;14824;United Kingdom;152;317
560261;7/17/2021;12841;United Kingdom;138;207
565217;09/01/2021;13099;United Kingdom;288;207
558067;6/24/2021;14156;EIRE;571;931
575060;11/08/2021;13089;United Kingdom;387;1095
570509;10/11/2021;13109;United Kingdom;260;417
549548;04/10/2021;13548;United Kingdom;164;281
571105;10/13/2021;17614;United Kingdom;238;390
577152;11/18/2021;14277;France;300;499
569639;10/05/2021;12471;Germany;1;240
568367;9/26/2021;15755;United Kingdom;402;601
572099;10/20/2021;;United Kingdom;8;15
574326;11/04/2021;14913;United Kingdom;381;310
545343;03/02/2021;15733;United Kingdom;62;162
568600;9/28/2021;18223;United Kingdom;-1;-2
570852;10/12/2021;13078;United Kingdom;160;334
553409;5/17/2021;18136;United Kingdom;-6;-23
544667;2/22/2021;17511;United Kingdom;1522;1981
544653;2/22/2021;13113;United Kingdom;-2;-17
574949;11/08/2021;14360;United Kingdom;139;211
554695;5/25/2021;16161;United Kingdom;110;219
581464;12/08/2021;15951;United Kingdom;-7;-39
557796;6/23/2021;13881;United Kingdom;48;202
570484;10/10/2021;14911;EIRE;-18;-41
561363;7/26/2021;17238;United Kingdom;124;218
565385;09/02/2021;;United Kingdom;-434;0
555856;06/07/2021;17124;United Kingdom;130;299
550308;4/17/2021;17029;United Kingdom;200;358
543752;02/11/2021;14031;United Kingdom;-1;-64
545868;03/07/2021;17841;United Kingdom;52;146
551033;4/26/2021;15039;United Kingdom;146;354
565124;09/01/2021;12436;Norway;211;509
571987;10/20/2021;17007;United Kingdom;251;314
542740;1/31/2021;12853;United Kingdom;-5;-16
548197;3/29/2021;13588;United Kingdom;48;113
537845;12/08/2020;17690;United Kingdom;12;71
561859;7/29/2021;17750;United Kingdom;573;209
554647;5/25/2021;14705;United Kingdom;100;179
539728;12/21/2020;16270;United Kingdom;688;1141
540700;01/11/2021;12393;Australia;238;463
570126;10/07/2021;16910;United Kingdom;50;136
555950;06/08/2021;17966;United Kingdom;325;137
580046;12/01/2021;16156;United Kingdom;85;316
555391;06/02/2021;;United Kingdom;-10;0
547895;3/28/2021;18118;United Kingdom;42;113
539480;12/19/2020;;United Kingdom;4;19
572470;10/24/2021;;United Kingdom;-2;-259
552167;05/06/2021;18227;United Kingdom;21;94
541239;1/16/2021;16401;United Kingdom;492;488
549520;04/08/2021;13265;United Kingdom;720;817
574939;11/07/2021;17109;United Kingdom;8;20
537156;12/05/2020;17858;United Kingdom;87;251
570028;10/07/2021;16210;United Kingdom;148;529
580291;12/02/2021;15539;United Kingdom;410;538
568992;9/29/2021;17218;United Kingdom;195;279
555160;06/01/2021;14646;Netherlands;1038;1800
574513;11/04/2021;15291;United Kingdom;232;461
571275;10/16/2021;15994;United Kingdom;177;427
556788;6/14/2021;15129;United Kingdom;133;414
579945;12/01/2021;15993;United Kingdom;-4;-12
550312;4/17/2021;13089;United Kingdom;361;379
548511;3/31/2021;14056;United Kingdom;86;277
568703;9/28/2021;12748;United Kingdom;1816;1314
567720;9/22/2021;14911;EIRE;133;434
554653;5/25/2021;;United Kingdom;5;9
547057;3/20/2021;14217;United Kingdom;63;130
573319;10/30/2021;17651;United Kingdom;177;300
543248;02/04/2021;16029;United Kingdom;432;792
580970;12/06/2021;15814;United Kingdom;-6;-77
576087;11/14/2021;12689;France;347;737
549457;04/08/2021;;United Kingdom;-16;0
565118;09/01/2021;15039;United Kingdom;208;560
548337;3/30/2021;18198;United Kingdom;233;285
562340;08/04/2021;13985;United Kingdom;210;407
561611;7/28/2021;17975;United Kingdom;89;249
550825;4/21/2021;18177;United Kingdom;-5;-27
563850;8/19/2021;15311;United Kingdom;49;139
537594;12/07/2020;12647;Germany;155;597
546778;3/16/2021;14572;United Kingdom;251;626
578632;11/24/2021;;United Kingdom;4;0
576924;11/17/2021;17419;United Kingdom;201;478
559950;7/14/2021;14562;United Kingdom;-6;-18
562650;08/08/2021;17404;Sweden;2;80
568383;9/27/2021;13514;United Kingdom;40;152
562452;08/05/2021;16302;United Kingdom;158;233
568428;9/27/2021;14419;United Kingdom;120;234
548406;3/31/2021;15061;United Kingdom;500;873
549825;04/12/2021;12463;Belgium;189;351
552995;05/12/2021;18133;United Kingdom;-1350;-216
538306;12/10/2020;12989;United Kingdom;30;203
546119;03/09/2021;16945;United Kingdom;201;309
574288;11/03/2021;;United Kingdom;-1;-15
552186;05/06/2021;12921;United Kingdom;326;483
544309;2/17/2021;15785;United Kingdom;557;929
550803;4/20/2021;18177;United Kingdom;121;225
547596;3/24/2021;;United Kingdom;-5;0
536849;12/03/2020;17396;United Kingdom;106;398
569402;10/04/2021;12413;France;81;194
564474;8/25/2021;14180;United Kingdom;15;135
544152;2/16/2021;14609;United Kingdom;2400;144
555603;06/06/2021;16209;United Kingdom;273;262
578526;11/24/2021;13995;United Kingdom;98;216
551448;4/28/2021;;United Kingdom;-4;0
547492;3/23/2021;12604;France;137;179
579689;11/30/2021;14606;United Kingdom;63;143
566763;9/14/2021;;United Kingdom;-5;0
550541;4/19/2021;;United Kingdom;382;1408
549248;04/07/2021;13892;United Kingdom;140;55
567127;9/16/2021;;United Kingdom;-48;0
578807;11/25/2021;17491;United Kingdom;230;332
553535;5/17/2021;;EIRE;428;1216
541267;1/17/2021;12779;Poland;288;613
579846;11/30/2021;12921;United Kingdom;194;428
554790;5/26/2021;14911;EIRE;-4;-6
569125;9/30/2021;15611;United Kingdom;26;143
563428;8/16/2021;13159;United Kingdom;377;457
554487;5/24/2021;16919;United Kingdom;68;147
540991;01/12/2021;16525;United Kingdom;73;307
580682;12/05/2021;16968;United Kingdom;228;186
557497;6/20/2021;;United Kingdom;18;168
569564;10/05/2021;13989;United Kingdom;444;369
553024;05/12/2021;13136;United Kingdom;-1;-2
575920;11/11/2021;15473;United Kingdom;120;306
575882;11/11/2021;16671;United Kingdom;144;153
547848;3/27/2021;12921;United Kingdom;-1;-2
546981;3/18/2021;14066;United Kingdom;45;153
577522;11/20/2021;15988;United Kingdom;181;158
549444;04/08/2021;16013;United Kingdom;100;375
546661;3/15/2021;;United Kingdom;-25;0
579679;11/30/2021;13755;United Kingdom;29;105
561147;7/25/2021;16841;United Kingdom;674;318
538043;12/09/2020;;United Kingdom;-1;0
556886;6/15/2021;12624;France;208;300
569318;10/03/2021;13505;Switzerland;-5;-17
554015;5/20/2021;17644;United Kingdom;225;400
540546;01/09/2021;12766;Portugal;411;686
578239;11/23/2021;14912;Italy;-1;-26
575166;11/08/2021;17022;United Kingdom;108;71
537605;12/07/2020;16221;United Kingdom;52;167
576194;11/14/2021;16790;United Kingdom;-3;-13
556425;06/10/2021;14178;United Kingdom;161;197
547712;3/24/2021;16905;United Kingdom;80;381
546757;3/16/2021;15381;United Kingdom;162;282
556882;6/15/2021;14395;United Kingdom;146;340
537048;12/05/2020;13069;United Kingdom;2;6
570887;10/13/2021;17169;United Kingdom;424;527
579347;11/29/2021;17658;United Kingdom;-94;-110
547707;3/24/2021;18008;United Kingdom;300;585
558040;6/24/2021;14309;United Kingdom;142;177
549127;04/06/2021;14403;United Kingdom;274;791
577489;11/20/2021;;United Kingdom;43;82
563697;8/18/2021;16813;United Kingdom;147;163
571892;10/19/2021;13089;United Kingdom;143;431
578059;11/22/2021;13940;United Kingdom;140;223
562021;08/01/2021;16172;United Kingdom;136;249
576200;11/14/2021;15572;United Kingdom;145;257
559336;07/07/2021;17315;United Kingdom;116;114
573266;10/28/2021;15290;United Kingdom;711;1510
565449;09/04/2021;16057;United Kingdom;24;35
555332;06/02/2021;;United Kingdom;-48;0
539568;12/20/2020;13267;United Kingdom;-6;-48
561223;7/26/2021;15358;United Kingdom;141;153
546773;3/16/2021;14505;United Kingdom;-4;-34
564227;8/24/2021;15249;United Kingdom;174;366
541812;1/21/2021;16839;United Kingdom;152;357
560877;7/21/2021;16859;United Kingdom;-1;-50
537251;12/06/2020;;United Kingdom;-103;-220
560277;7/17/2021;15467;United Kingdom;54;114
553745;5/19/2021;;United Kingdom;2;0
573452;10/31/2021;17450;United Kingdom;656;2039
541960;1/24/2021;16660;United Kingdom;132;283
555535;06/05/2021;16458;United Kingdom;112;166
537673;12/08/2020;12709;Germany;139;523
556924;6/15/2021;;France;127;269
552170;05/06/2021;16458;United Kingdom;122;216
538807;12/14/2020;17194;United Kingdom;118;253
570208;10/09/2021;16104;United Kingdom;123;302
565232;09/02/2021;;United Kingdom;312;1423
574937;11/07/2021;15344;United Kingdom;15;152
547403;3/22/2021;;United Kingdom;-2;0
566421;09/12/2021;12924;United Kingdom;196;278
564216;8/24/2021;12642;Germany;277;366
560590;7/19/2021;12560;Germany;812;1292
541696;1/20/2021;;United Kingdom;1038;2619
552659;05/10/2021;;United Kingdom;822;3321
542999;02/02/2021;;United Kingdom;60;523
573357;10/30/2021;15251;United Kingdom;84;178
550181;4/14/2021;13069;United Kingdom;-214;-330
564537;8/25/2021;15550;United Kingdom;94;154
558081;6/26/2021;18172;United Kingdom;-3;-45
572920;10/26/2021;;United Kingdom;117;0
574579;11/04/2021;;United Kingdom;-203;0
539103;12/16/2020;16985;United Kingdom;367;933
544462;2/20/2021;17050;United Kingdom;259;541
558778;07/04/2021;17160;United Kingdom;360;471
577520;11/20/2021;14553;United Kingdom;187;141
563920;8/21/2021;16407;United Kingdom;239;453
544926;2/24/2021;13468;United Kingdom;30;89
545687;03/06/2021;17769;United Kingdom;345;508
541513;1/18/2021;17576;United Kingdom;12;15
557304;6/19/2021;16326;United Kingdom;24;133
578472;11/24/2021;12476;Germany;591;1750
546644;3/15/2021;15932;United Kingdom;268;339
538832;12/14/2020;17158;United Kingdom;251;414
565404;09/04/2021;13434;United Kingdom;60;73
564279;8/24/2021;17706;United Kingdom;-35;-310
558367;6/28/2021;16550;United Kingdom;227;346
539831;12/22/2020;14606;United Kingdom;36;109
538047;12/09/2020;;United Kingdom;-70;0
549539;04/10/2021;15465;United Kingdom;48;293
578804;11/25/2021;17557;United Kingdom;114;102
